Unnamed: 0	index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence_A	sentence_B	label1	label
318223	318223	138571	138571n	government	( ( These flexibilities ) ( ( ( are generally ) ( provided ( as ( ( part ( of ( the appropriations ) ) ) ( ( ( ( process and ) consider ) ( ( the balance ) ( between ( ( accountability and ) flexibility ) ) ) ) ( to ( ensure ( that ( Congress ( is ( ( a partner ) ( in ( ( the spending ) ( of ( taxpayer funds ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( Congress ( ( must ( ( approve ( ( all disbursements ) ( of ( tax money ) ) ) ) ( before ( they ( can ( be spent ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT These) (NNS flexibilities)) (VP (VBP are) (ADVP (RB generally)) (VP (VBN provided) (SBAR (IN as) (S (NP (NP (NN part)) (PP (IN of) (NP (DT the) (NNS appropriations)))) (VP (VBP process) (CC and) (VBP consider) (NP (NP (DT the) (NN balance)) (PP (IN between) (NP (NN accountability) (CC and) (NN flexibility)))) (S (VP (TO to) (VP (VB ensure) (SBAR (IN that) (S (NP (NNP Congress)) (VP (VBZ is) (NP (NP (DT a) (NN partner)) (PP (IN in) (NP (NP (DT the) (NN spending)) (PP (IN of) (NP (NN taxpayer) (NNS funds))))))))))))))))) (. .)))	(ROOT (S (NP (NNP Congress)) (VP (MD must) (VP (VB approve) (NP (NP (DT all) (NNS disbursements)) (PP (IN of) (NP (NN tax) (NN money)))) (SBAR (IN before) (S (NP (PRP they)) (VP (MD can) (VP (VB be) (VP (VBN spent)))))))) (. .)))	These flexibilities are generally provided as part of the appropriations process and consider the balance between accountability and flexibility to ensure that Congress is a partner in the spending of taxpayer funds.	Congress must approve all disbursements of tax money before they can be spent.	neutral	neutral
98142	98142	88917	88917c	travel	( ( ( ( Italian ( architects ( Renzo ( Piano ( and ( Gianfranco Franchi ) ) ) ) ) ) and ) ( Englishman ( Richard Rogers ) ) ) ( ( ( ( deliberately ( left ( ( ( the ( building 's ) ) ( service systems ) ) visible ) ) ) and ) ( ( ( ( ( ( ( ( ( ( color - ) ( red ( for ( the transportation ) ) ) ) , ) ( green ( for ( the ( water pipes ) ) ) ) ) , ) ( blue ( for ( the ( air-conditioning ducts ) ) ) ) ) , ) and ) yellow ) ( for ( the ( electrical system ) ) ) ) ) . ) )	( Blue ( ( is ( ( the color ) ( designated ( for ( the ( electrical system ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (JJ Italian) (NNS architects) (NNP Renzo) (NNP Piano) (CC and) (NNP Gianfranco) (NNP Franchi)) (CC and) (NP (NNP Englishman) (NNP Richard) (NNP Rogers))) (VP (VP (ADVP (RB deliberately)) (VBD left) (S (NP (NP (DT the) (NN building) (POS 's)) (NN service) (NNS systems)) (ADJP (JJ visible)))) (CC and) (VP (ADJP (ADJP (JJ color)) (: -) (ADJP (JJ red) (PP (IN for) (NP (DT the) (NN transportation)))) (, ,) (ADJP (JJ green) (PP (IN for) (NP (DT the) (NN water) (NNS pipes)))) (, ,) (ADJP (JJ blue) (PP (IN for) (NP (DT the) (JJ air-conditioning) (NNS ducts)))) (, ,) (CC and) (ADJP (JJ yellow))) (PP (IN for) (NP (DT the) (JJ electrical) (NN system))))) (. .)))	(ROOT (S (NP (NNP Blue)) (VP (VBZ is) (NP (NP (DT the) (NN color)) (VP (VBN designated) (PP (IN for) (NP (DT the) (JJ electrical) (NN system)))))) (. .)))	Italian architects Renzo Piano and Gianfranco Franchi and Englishman Richard Rogers deliberately left the building's service systems visible and color- red for the transportation, green for the water pipes, blue for the air-conditioning ducts, and yellow for the electrical system.	Blue is the color designated for the electrical system.	contradiction	contradiction
379439	379439	17090	17090c	fiction	( `` ( ( I ( 'll ( need ( some ( fine tools ) ) ) ) ) ( , ( '' ( he ( said . ) ) ) ) ) )	( ( I ( 'll ( need ( some ( shitty tools ) ) ) ) ) ( , ( she ( said . ) ) ) )	(ROOT (S (`` ``) (S (NP (PRP I)) (VP (MD 'll) (VP (VB need) (NP (DT some) (JJ fine) (NNS tools))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said)) (. .)))	(ROOT (S (S (NP (PRP I)) (VP (MD 'll) (VP (VB need) (NP (DT some) (JJ shitty) (NNS tools))))) (, ,) (NP (PRP she)) (VP (VBD said)) (. .)))	" ""I'll need some fine tools,"" he said."	I'll need some shitty tools, she said.	contradiction	contradiction
220444	220444	122382	122382e	travel	( ( North ( of Denderah ) ) ( ( ( ( is ( ( ( Abydos , ) ( ( 150 ( km ( -LRB- ( ( 93 miles ) -RRB- ) ) ) ) ( from Luxor ) ) ) , ) ) and ) ( erected ( for ( ( the worship ) ( of ( ( Osiris ( , God ) ) ( of ( the Underworld ) ) ) ) ) ) ) ) . ) )	( Abydos ( ( is ( situated ( to ( ( the north ) ( of Denderah ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NNP North)) (PP (IN of) (NP (NNP Denderah)))) (VP (VP (VBZ is) (NP (NP (NNP Abydos)) (, ,) (NP (NP (CD 150) (NN km) (PRN (-LRB- -LRB-) (NP (CD 93) (NNS miles)) (-RRB- -RRB-))) (PP (IN from) (NP (NNP Luxor)))) (, ,))) (CC and) (VP (VBD erected) (PP (IN for) (NP (NP (DT the) (NN worship)) (PP (IN of) (NP (NP (NNP Osiris) (, ,) (NNP God)) (PP (IN of) (NP (DT the) (NNP Underworld))))))))) (. .)))	(ROOT (S (NP (NNS Abydos)) (VP (VBZ is) (ADJP (VBN situated) (PP (TO to) (NP (NP (DT the) (NN north)) (PP (IN of) (NP (NNP Denderah))))))) (. .)))	North of Denderah is Abydos, 150 km (93 miles) from Luxor, and erected for the worship of Osiris, God of the Underworld.	Abydos is situated to the north of Denderah. 	entailment	entailment
5559	5559	41560	41560e	fiction	( ( Good evening ) ( . ( '' ( He ( ( ( ( ( ( raised ( his hat ) ) ( with ( a flourish ) ) ) , ) and ) ( walked away ) ) . ) ) ) ) )	( He ( ( ( ( ( ( ( said ( good morning ) ) and ) ( raised ( his hat ) ) ) , ) then ) ( walked away ) ) . ) )	(ROOT (S (INTJ (JJ Good) (NN evening)) (. .) ('' '') (NP (PRP He)) (VP (VP (VBD raised) (NP (PRP$ his) (NN hat)) (PP (IN with) (NP (DT a) (NN flourish)))) (, ,) (CC and) (VP (VBD walked) (PRT (RP away)))) (. .)))	(ROOT (S (NP (PRP He)) (VP (VP (VBD said) (NP (JJ good) (NN morning))) (CC and) (VP (VBD raised) (NP (PRP$ his) (NN hat))) (, ,) (ADVP (RB then)) (VP (VBD walked) (PRT (RP away)))) (. .)))	"Good evening."" He raised his hat with a flourish, and walked away."	He said good morning and raised his hat, then walked away.	entailment	entailment
294201	294201	112013	112013e	telephone	( of ( ( ( course ( ( charged ( those puppies ) ) up ) ) and ) ( ( ( it 's ) ( oh boy ) ) ( when ( ( those bills ) ( start ( coming ( in ( they ( ( want ( ( a lot ) ( of money ) ) ) ( when ( you ( start ( ( getting them ) ( up there ) ) ) ) ) ) ) ) ) ) ) ) ) ) )	( they ( ( ( ask you ) ( for ( large payments ) ) ) ( when ( ( the bills ) ( start arriving ) ) ) ) )	(ROOT (X (X (IN of)) (NP (NP (NP (NN course)) (VP (VBN charged) (NP (DT those) (NNS puppies)) (PRT (RP up)))) (CC and) (NP (NP (NP (PRP it) (POS 's)) (JJ oh) (NN boy)) (SBAR (WHADVP (WRB when)) (S (NP (DT those) (NNS bills)) (VP (VBP start) (S (VP (VBG coming) (SBAR (IN in) (S (NP (PRP they)) (VP (VBP want) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN money)))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP start) (S (VP (VBG getting) (NP (PRP them)) (ADVP (RB up) (RB there)))))))))))))))))))	(ROOT (S (NP (PRP they)) (VP (VBP ask) (NP (PRP you)) (PP (IN for) (NP (JJ large) (NNS payments))) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NNS bills)) (VP (VBP start) (S (VP (VBG arriving)))))))))	of course charged those puppies up and it's oh boy when those bills start coming in they want a lot of money when you start getting them up there	they ask you for large payments when the bills start arriving	entailment	entailment
63854	63854	63437	63437n	fiction	( ( The ( simplest explanation ) ) ( ( ( ( is always ) ( the ( most likely ) ) ) . ) '' ) )	( ( The ( simplest explanation ) ) ( ( ( is often ) ( ( the ( correct one ) ) ( for ( a ( health problem ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (JJS simplest) (NN explanation)) (VP (VBZ is) (ADVP (RB always)) (NP (DT the) (ADJP (RBS most) (JJ likely)))) (. .) ('' '')))	(ROOT (S (NP (DT The) (JJS simplest) (NN explanation)) (VP (VBZ is) (ADVP (RB often)) (NP (NP (DT the) (JJ correct) (NN one)) (PP (IN for) (NP (DT a) (NN health) (NN problem))))) (. .)))	"The simplest explanation is always the most likely."""	The simplest explanation is often the correct one for a health problem.	neutral	neutral
19600	19600	71880	71880c	fiction	( But ( I ( ( do ( suggest ( that ( ( Miss Finn ) ( should ( remain here ) ) ) ) ) ) . ) ) )	( ( Miss Finn ) ( ( should ( leave immediately ) ) . ) )	(ROOT (S (CC But) (NP (PRP I)) (VP (VBP do) (SBAR (S (VP (VBP suggest) (SBAR (IN that) (S (NP (NNP Miss) (NNP Finn)) (VP (MD should) (VP (VB remain) (ADVP (RB here)))))))))) (. .)))	(ROOT (S (NP (NNP Miss) (NNP Finn)) (VP (MD should) (VP (VB leave) (ADVP (RB immediately)))) (. .)))	But I do suggest that Miss Finn should remain here.	Miss Finn should leave immediately. 	contradiction	contradiction
321191	321191	113879	113879n	slate	( ( Each piece ) ( ( was ( ( ( photographed ( for ( the archives ) ) ) , ) ( against ( just ( such ( a fate ) ) ) ) ) ) . ) )	( ( The artists ) ( ( were ( hoping ( that ( ( the pieces ) ( ( would never ) ( be forgotten ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT Each) (NN piece)) (VP (VBD was) (VP (VBN photographed) (PP (IN for) (NP (DT the) (NNS archives))) (, ,) (PP (IN against) (NP (RB just) (PDT such) (DT a) (NN fate))))) (. .)))	(ROOT (S (NP (DT The) (NNS artists)) (VP (VBD were) (VP (VBG hoping) (SBAR (IN that) (S (NP (DT the) (NNS pieces)) (VP (MD would) (ADVP (RB never)) (VP (VB be) (VP (VBN forgotten)))))))) (. .)))	Each piece was photographed for the archives, against just such a fate.	The artists were hoping that the pieces would never be forgotten.	neutral	neutral
100309	100309	90131	90131e	travel	( ( ( ( ( ( Many Jews ) ( still ( use ( ( the ( ( evocative biblical ) names ) ) ( of ( ( Judea and ) Samaria ) ) ) ) ) ) , ) but ) ( ( to ( ( the rest ) ( of ( the world ) ) ) ) ( ( this area ) ( is ( much ( better ( known ( as ( ( ( ( ( the ( West Bank ) ) -LRB- ) or ) ( ( ( the ( Occupied Territories ) ) , ) ( though ( ( this term ) ( is ( unacceptable ( to ( many Israelis ) ) ) ) ) ) ) ) -RRB- ) ) ) ) ) ) ) ) ) . )	( ( Many Jews ) ( still ( ( use ( biblical names ) ) . ) ) )	(ROOT (S (S (NP (JJ Many) (NNPS Jews)) (ADVP (RB still)) (VP (VBP use) (NP (NP (DT the) (ADJP (JJ evocative) (JJ biblical)) (NNS names)) (PP (IN of) (NP (NNP Judea) (CC and) (NNP Samaria)))))) (, ,) (CC but) (S (PP (TO to) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (DT the) (NN world))))) (NP (DT this) (NN area)) (VP (VBZ is) (ADJP (RB much) (ADVP (RBR better)) (VBN known) (PP (IN as) (NP (NP (DT the) (NNP West) (NNP Bank)) (-LRB- -LRB-) (CC or) (NP (NP (DT the) (NNP Occupied) (NNPS Territories)) (, ,) (SBAR (IN though) (S (NP (DT this) (NN term)) (VP (VBZ is) (ADJP (JJ unacceptable) (PP (TO to) (NP (JJ many) (NNPS Israelis)))))))) (-RRB- -RRB-)))))) (. .)))	(ROOT (S (NP (JJ Many) (NNPS Jews)) (ADVP (RB still)) (VP (VBP use) (NP (JJ biblical) (NNS names))) (. .)))	Many Jews still use the evocative biblical names of Judea and Samaria, but to the rest of the world this area is much better known as the West Bank (or the Occupied Territories, though this term is unacceptable to many Israelis).	Many Jews still use biblical names. 	entailment	entailment
172946	172946	51926	51926e	slate	( ( In addition ) ( , ( ( the unions ) ( ( sponsored ( ( ( voter guides ) and ) ( a ( get-out-the-vote campaign ) ) ) ) . ) ) ) )	( Unions ( ( tried ( to ( ( ( get people ) out ) ( to vote ) ) ) ) . ) )	(ROOT (S (PP (IN In) (NP (NN addition))) (, ,) (NP (DT the) (NNS unions)) (VP (VBD sponsored) (NP (NP (NN voter) (NNS guides)) (CC and) (NP (DT a) (JJ get-out-the-vote) (NN campaign)))) (. .)))	(ROOT (S (NP (NNS Unions)) (VP (VBD tried) (S (VP (TO to) (VP (VB get) (NP (NNS people)) (PRT (RP out)) (S (VP (TO to) (VP (VB vote)))))))) (. .)))	In addition, the unions sponsored voter guides and a get-out-the-vote campaign.	Unions tried to get people out to vote.	entailment	entailment
176194	176194	46066	46066n	slate	( ( ( ( A ( British academic ) ) , ) Lee ) ( ( contends ( Woolf ( ( was n't ) ( ( nearly ( as mad ) ) ( as ( ( previous biographers ) ( have alleged ) ) ) ) ) ) ) . ) )	( Biographers ( ( ( label ( Woolf ( as ( ( ( ( a madman ) , ) ( a lunatic ) ) , ) ) ) ) ( if ( you will ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ British) (JJ academic)) (, ,) (NP (NNP Lee))) (VP (VBZ contends) (SBAR (S (NP (NNP Woolf)) (VP (VBD was) (RB n't) (ADJP (ADJP (RB nearly) (RB as) (JJ mad)) (SBAR (IN as) (S (NP (JJ previous) (NNS biographers)) (VP (VBP have) (VP (VBN alleged)))))))))) (. .)))	(ROOT (S (NP (NNS Biographers)) (VP (VBP label) (NP (NP (NNP Woolf)) (PP (IN as) (NP (NP (DT a) (NN madman)) (, ,) (NP (DT a) (NN lunatic)) (, ,)))) (SBAR (IN if) (S (NP (PRP you)) (VP (MD will))))) (. .)))	A British academic, Lee contends Woolf wasn't nearly as mad as previous biographers have alleged.	Biographers label Woolf as a madman, a lunatic, if you will.	neutral	neutral
183043	183043	140470	140470c	fiction	( He ( ( 'd ( have ( liked ( to ( ( know ( such ( a man ) ) ) ( before ( ( ( death and ) revivification ) ( had ( ruined him ) ) ) ) ) ) ) ) ) . ) )	( He ( ( was ( glad ( he ( ( did n't ) ( have ( to ( ( know ( this man ) ) before ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (PRP He)) (VP (MD 'd) (VP (VB have) (VP (VBN liked) (S (VP (TO to) (VP (VB know) (NP (PDT such) (DT a) (NN man)) (SBAR (IN before) (S (NP (NN death) (CC and) (NN revivification)) (VP (VBD had) (VP (VBN ruined) (NP (PRP him)))))))))))) (. .)))	(ROOT (S (NP (PRP He)) (VP (VBD was) (ADJP (JJ glad) (SBAR (S (NP (PRP he)) (VP (VBD did) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB know) (NP (DT this) (NN man)) (ADVP (RB before))))))))))) (. .)))	He'd have liked to know such a man before death and revivification had ruined him.	He was glad he didn't have to know this man before.	contradiction	contradiction
350658	350658	24887	24887c	travel	( ( Throughout ( the 1990s ) ) ( , ( ( ( ( ( partly ( in ( preparation ( for ( the ( 2000 ( Millennium celebrations ) ) ) ) ) ) ) ( , ( facades ( were scrubbed ) ) ) ) and ) ( buildings ( generally refurbished ) ) ) . ) ) )	( ( New skyscrapers ) ( ( ( ( replaced buildings ) ( in preparation ) ) ( for ( the Millenium ) ) ) . ) )	(ROOT (S (PP (IN Throughout) (NP (DT the) (NNS 1990s))) (, ,) (S (PP (RB partly) (IN in) (NP (NP (NN preparation)) (PP (IN for) (NP (DT the) (CD 2000) (NNP Millennium) (NNS celebrations))))) (, ,) (NP (NNS facades)) (VP (VBD were) (VP (VBN scrubbed)))) (CC and) (S (NP (NNS buildings)) (VP (ADVP (RB generally)) (VBN refurbished))) (. .)))	(ROOT (S (NP (NNP New) (NNS skyscrapers)) (VP (VBD replaced) (NP (NNS buildings)) (PP (IN in) (NP (NN preparation))) (PP (IN for) (NP (DT the) (NNP Millenium)))) (. .)))	Throughout the 1990s, partly in preparation for the 2000 Millennium celebrations, facades were scrubbed and buildings generally refurbished.	New skyscrapers replaced buildings in preparation for the Millenium.	contradiction	contradiction
243848	243848	101265	101265e	government	( Texas ( ( has ( performed ( ( two reviews ) ( of ( ( the accuracy ) ( of ( ( ( ( its ( health ( care payments-one ) ) ) ( in ( December 1998 ) ) ) and ) ( ( a second ) ( in ( January 2001 ) ) ) ) ) ) ) ) ) ) . ) )	( ( Two reviews ) ( ( have ( been ( done ( of ( Texas ( health ( care payments ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Texas)) (VP (VBZ has) (VP (VBN performed) (NP (NP (CD two) (NNS reviews)) (PP (IN of) (NP (NP (DT the) (NN accuracy)) (PP (IN of) (NP (NP (NP (PRP$ its) (NN health) (NN care) (NN payments-one)) (PP (IN in) (NP (NNP December) (CD 1998)))) (CC and) (NP (NP (DT a) (NN second)) (PP (IN in) (NP (NNP January) (CD 2001))))))))))) (. .)))	(ROOT (S (NP (CD Two) (NNS reviews)) (VP (VBP have) (VP (VBN been) (VP (VBN done) (PP (IN of) (NP (NNP Texas) (NN health) (NN care) (NNS payments)))))) (. .)))	Texas has performed two reviews of the accuracy of its health care payments-one in December 1998 and a second in January 2001.	Two reviews have been done of Texas health care payments.	entailment	entailment
263328	263328	23528	23528e	fiction	( ( The mercenaries ) ( ( seek money ) . ) )	( Money ( ( is ( sought ( after ( by ( the mercenaries ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NNS mercenaries)) (VP (VBP seek) (NP (NN money))) (. .)))	(ROOT (S (NP (NNP Money)) (VP (VBZ is) (VP (VBN sought) (PP (IN after) (PP (IN by) (NP (DT the) (NNS mercenaries)))))) (. .)))	The mercenaries seek money.	Money is sought after by the mercenaries.	entailment	entailment
